Year,Month,Day,latitude,longitude,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
2019,9,30,32.22873865,-110.9551489,Coleoptera,Chrysomelidae,Disonycha,Disonycha glabrata
2019,8,29,32.23042,-110.953095,Coleoptera,Chrysomelidae,Trachymela,Trachymela sloanei
2018,4,11,32.23181582,-110.9537983,Coleoptera,Chrysomelidae,,
2018,8,7,32.22880936,-110.9600296,Coleoptera,Chrysomelidae,,
2019,9,7,32.23263931,-110.9515533,Coleoptera,Chrysomelidae,,
2019,9,10,32.23204667,-110.9524083,Coleoptera,Chrysomelidae,,
2018,4,11,32.23185319,-110.9540447,Coleoptera,Coccinellidae,Coccinella,Coccinella septempunctata
2019,9,14,32.23192165,-110.9517322,Coleoptera,Coccinellidae,Coccinella,Coccinella septempunctata
2016,2,20,32.225517,-110.952655,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
2016,2,20,32.225517,-110.952655,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
2016,4,5,32.22555817,-110.9623814,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
2016,4,11,32.22552389,-110.9624491,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
2016,4,11,32.22598464,-110.9623947,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
2017,3,3,32.2272134,-110.9600214,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
2017,11,30,32.23100637,-110.9647492,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
2017,11,30,32.23100637,-110.9647492,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
2018,4,23,32.22878314,-110.9511417,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
2016,4,7,32.22557744,-110.962352,Coleoptera,Coccinellidae,Hippodamia,
2016,4,11,32.2254922,-110.9624534,Coleoptera,Coccinellidae,Hippodamia,
2016,4,11,32.22598598,-110.9608992,Coleoptera,Coccinellidae,Olla,Olla v-nigrum
2016,4,11,32.22598833,-110.960925,Coleoptera,Coccinellidae,Olla,Olla v-nigrum
2017,4,10,32.2277041,-110.9518722,Coleoptera,Coccinellidae,Olla,Olla v-nigrum
2019,3,28,32.23226166,-110.9466095,Coleoptera,Coccinellidae,Olla,Olla v-nigrum
2020,4,17,32.22857833,-110.9530033,Coleoptera,Coccinellidae,Olla,Olla v-nigrum
2019,11,12,32.23213667,-110.9515833,Coleoptera,Coccinellidae,Psyllobora,Psyllobora renifer
2016,4,11,32.22566055,-110.9625454,Coleoptera,Coccinellidae,,
2016,4,11,32.22576107,-110.962722,Coleoptera,Coccinellidae,,
2016,4,11,32.22704214,-110.9622778,Coleoptera,Coccinellidae,,
2016,4,11,32.22598673,-110.9608876,Coleoptera,Coccinellidae,,
2016,4,11,32.2260162,-110.9609148,Coleoptera,Coccinellidae,,
2017,4,10,32.22771236,-110.9518813,Coleoptera,Coccinellidae,,
2017,11,30,32.23102916,-110.9646516,Coleoptera,Coccinellidae,,
2018,4,23,32.23548607,-110.9542818,Coleoptera,Coccinellidae,,
2018,4,23,32.23549366,-110.9542629,Coleoptera,Coccinellidae,,
2018,4,23,32.23540934,-110.9542664,Coleoptera,Coccinellidae,,
2018,4,23,32.23542782,-110.9543414,Coleoptera,Coccinellidae,,
2018,4,24,32.23330666,-110.9565386,Coleoptera,Coccinellidae,,
2009,9,19,32.22471133,-110.9623277,Coleoptera,Curculionidae,Cactophagus,Cactophagus spinolae
